,row_id,x,y
24139,25850836,8.1113,6.3305
24140,11067329,6.5459,6.789
24141,9502217,9.2276,6.9284
24142,3829074,1.6239,6.3978
24143,18012344,1.2543,5.7039
24144,8430084,8.5591,5.6983
24145,21426933,3.3663,6.0742
24146,466372,2.5369,5.8383
24147,14293362,3.5053,2.7787
24148,11475747,2.7907,4.5409
24149,21821977,9.2939,7.738
24150,11926148,9.07,0.0613
24151,24048988,5.6729,2.1324
24152,1803366,6.9693,3.9599
24153,23295,9.6578,2.6171
24154,25043544,3.5595,6.094
24155,12463284,0.2728,9.8324
24156,19684064,3.3041,6.9634
24157,10504660,6.29,8.1506
24158,18123555,1.1097,0.9488
24159,4133872,3.4654,4.8958
24160,24358594,3.3303,2.8188
24161,12375415,1.0136,5.649
24162,22543653,3.9635,6.4175
24163,15833959,0.745,4.5737
24164,26891655,8.8569,1.441
24165,20477427,5.5205,8.8524
24166,23562732,2.0868,6.4721
24167,8649054,6.7383,5.0935
24168,3334529,9.6633,8.3664
24169,19244711,2.5933,3.7556
24170,1360526,4.4859,7.9982
24171,9026476,7.7658,8.4279
24172,22633490,0.612,4.8393
24173,27778773,9.0739,0.8649
24174,24787099,8.7181,5.6628
24175,2529141,8.7193,6.1121
24176,5054633,6.9886,6.9381
24177,12158067,4.986,3.4743
24178,3383454,7.8155,4.3183
24179,10537690,4.4598,7.8789
24180,6014916,2.1641,1.8213
24181,13578131,4.1455,4.0041
24182,12544156,6.0176,2.3548
24183,659758,8.4183,3.1648
24184,23659548,9.1167,5.6772
24185,3663165,5.1668,4.0264
24186,5252168,4.1179,2.0977
24187,20423046,9.1258,1.5198
24188,25232971,7.6288,6.3463
24189,8091025,7.0434,9.641
24190,1281124,1.3005,3.0496
24191,23661771,4.0387,1.4044
24192,13680682,9.0161,1.1259
24193,21968873,3.7044,3.5384
24194,545958,3.2673,7.2616
24195,12526289,1.8755,7.2539
24196,9147845,3.7592,2.2625
24197,9353136,6.3885,2.4612
24198,13317128,3.7006,1.5354
24199,22105451,0.6133,5.9869
24200,14444204,8.503,3.7788
24201,14663524,8.3795,0.9504
24202,8214152,2.6267,4.044
24203,414457,3.2285,2.5895
24204,5148320,0.393,0.2083
24205,20434899,1.05,2.6922
24206,21418666,1.4984,9.7286
24207,16926421,1.0741,5.6805
24208,9304861,7.1801,8.7389
24209,6754202,0.7268,3.2311
24210,22424916,4.2628,4.3425
24211,4010397,7.181,4.666
24212,7151828,8.1115,6.9538
24213,12007805,5.937,6.427
24214,3071872,0.4328,1.835
24215,13776922,7.1918,2.8817
24216,10625789,7.7895,0.2937
24217,21608032,9.0252,8.4523
24218,15039770,2.8452,6.8477
24219,3001260,0.2209,6.6004
24220,20612630,0.7077,7.5505
24221,135913,2.5346,3.6644
24222,474313,3.5367,1.4863
24223,4624464,3.0845,9.9706
24224,25835091,2.4177,1.1992
24225,1062971,3.3595,6.0612
24226,5053936,0.1963,5.5574
24227,18162534,7.0276,2.3758
24228,17800944,4.191,9.8274
24229,516134,4.3225,0.0929
24230,6215831,4.3573,3.1658
24231,20399426,3.3474,6.6801
24232,11993790,0.8824,4.1505
24233,13989375,4.6872,6.0033
24234,5114265,2.0567,4.7116
24235,22684393,6.5168,0.0489
24236,1239444,9.8849,3.7255
24237,25001131,6.6713,3.1097
24238,4833939,3.3559,7.4
24239,22938994,4.7055,5.5033
24240,10723117,8.5766,1.3559
24241,20416566,2.6765,2.535
24242,25382429,8.4547,5.7126
24243,23593943,0.2723,1.5897
24244,5479044,9.5681,1.535
24245,12582805,8.3632,9.3758
24246,14038400,0.6011,2.0083
24247,10435382,6.7413,4.7005
24248,4132926,1.4631,7.4734
24249,6561865,8.7552,3.1703
24250,16528583,9.0159,1.295
24251,11887411,5.4041,2.4664
24252,11645237,2.8461,7.9835
24253,21105931,7.3794,2.1197
24254,25475848,8.0293,6.5096
24255,15957282,2.3469,4.7365
24256,23852488,2.2831,4.7528
24257,26790755,1.9982,7.7693
24258,13232006,5.5258,8.0311
24259,28347323,9.7203,1.3908
24260,1125112,3.8609,7.2163
24261,21354363,9.7456,1.7756
24262,8521077,2.5034,7.5481
24263,6547760,4.3979,1.7226
24264,18437853,6.7813,1.9308
24265,17617429,2.298,7.675
24266,23513011,6.7037,8.9021
24267,15216443,0.2362,4.3565
24268,19358214,9.1464,2.8656
24269,713356,7.0111,5.0524
24270,2856231,0.5457,0.9749
24271,25369051,9.2646,5.659
24272,20456875,3.0323,5.5198
24273,4033338,5.0549,4.3147
24274,25697983,9.371,4.6534
24275,4847897,6.3596,7.4565
24276,5821907,9.3329,4.096
24277,26078048,4.8037,2.7428
24278,5354628,1.5899,2.0956
24279,20297023,2.6215,9.5485
24280,6834540,3.3162,6.5679
24281,25915830,7.0671,0.6558
24282,13901064,4.6743,4.8217
24283,13897606,8.0021,2.2129
24284,27603551,2.3646,3.9255
24285,4591623,7.6305,7.4193
24286,27118776,1.2841,3.8604
24287,19104975,0.3695,4.0949
24288,24393614,0.6815,3.4574
24289,19920631,0.9757,3.2661
24290,14163062,9.5567,1.397
24291,28122959,6.0496,6.8646
24292,5032535,2.8782,7.86
24293,7617704,2.4912,3.3832
24294,11565907,3.0011,4.2219
24295,5391900,3.489,6.6239
24296,22539474,1.4238,3.721
24297,20866776,8.8513,0.2992
24298,17285777,1.3807,8.1275
24299,20032264,3.5601,8.1009
24300,20024341,9.3836,8.7927
24301,19453430,2.8962,9.8699
24302,15647159,4.3159,2.8666
24303,14338157,1.6297,7.1494
24304,13542840,6.7534,1.1743
24305,25060817,4.8753,6.486
24306,6379170,5.4171,6.2889
24307,14049355,2.781,5.8628
24308,7613651,4.6956,7.8731
24309,21889760,0.824,2.0709
24310,6289626,0.7416,0.268
24311,22850271,5.3123,8.6537
24312,25608929,9.5307,1.0182
24313,17171,1.6503,3.3429
24314,23932583,2.1663,9.7746
24315,4612015,8.3959,8.3874
24316,25776260,9.5149,3.0894
24317,3863760,6.3387,5.1497
24318,7522269,4.6392,7.0668
24319,20653267,6.041,0.5331
24320,12185303,7.2915,0.3322
24321,15813516,6.0512,7.3509
24322,22054527,4.3725,5.9239
24323,7418887,2.7258,7.2696
24324,1745708,7.9423,6.7958
24325,25939330,8.5718,4.1523
24326,5811749,2.1567,2.3982
24327,5291703,0.8895,8.8254
24328,6607014,4.1431,8.9727
24329,10891181,5.8618,1.5707
24330,7903580,5.6011,3.2062
24331,3648796,7.442,5.8376
24332,2144142,4.4284,1.9073
24333,4728236,0.8872,4.7057
24334,18568595,3.456,6.3523
24335,15902429,4.2899,1.9608
24336,14731678,5.6068,4.9246
24337,12461335,3.1953,3.9455
24338,27037969,8.1672,8.2081
24339,2722237,5.3383,8.3235
24340,12086702,2.157,3.3788
24341,24969660,5.7867,8.7842
24342,2315210,8.8088,3.0329
24343,10906837,0.3375,1.9562
24344,10744889,5.9146,7.0313
24345,8842697,6.0172,6.5339
24346,6429106,7.5185,0.6483
24347,3764512,5.7898,3.5418
24348,10382951,6.7647,6.1915
24349,15350553,9.8198,4.6251
24350,23185132,0.8803,9.2166
24351,6275761,0.5217,5.016
24352,19677051,8.3044,5.7177
24353,18147859,8.6459,5.5297
24354,4339701,4.2879,0.2353
24355,13641420,5.0708,7.11
24356,3451967,3.4868,3.9536
24357,15438513,6.1523,5.3068
24358,24111125,4.189,7.8993
24359,27373761,3.2911,4.092
24360,2426591,2.4147,0.0612
24361,26315813,3.4619,1.8646
24362,11440630,9.8533,5.6922
24363,26371941,7.416,7.9258
24364,5653983,6.8391,4.7553
24365,3213309,1.4529,5.8485
24366,28034360,7.536,5.3742
24367,22380571,3.2469,4.3868
24368,2899619,7.039,7.5855
24369,2430522,6.3315,6.7581
24370,7136150,4.1048,8.8872
24371,24933302,6.9916,0.3215
24372,21495792,5.0799,6.2802
24373,6324387,7.3411,5.8223
24374,3567584,7.0648,5.8603
24375,9955612,7.8198,1.7923
24376,8344934,2.5314,3.0099
24377,16939104,0.7606,6.2749
24378,21389622,3.4132,3.4408
24379,14748348,7.6724,7.3893
24380,17282448,0.8213,4.8452
24381,18596708,0.6915,6.9915
24382,24654481,0.4109,1.751
24383,21021787,7.831,3.9653
24384,25578013,8.1618,4.4956
24385,25296503,9.7878,3.8828
24386,9071156,2.2128,1.3075
24387,5085062,9.1797,6.7129
24388,8102955,5.216,7.8141
24389,1258771,2.2938,8.5983
24390,22679638,4.3625,5.7281
24391,14081891,9.3594,8.3628
24392,26326969,9.065,5.7954
24393,10847203,5.0152,1.8174
24394,20187221,4.1573,4.0202
24395,7312397,9.3697,6.894
24396,23993995,7.8232,8.6804
24397,12380319,8.1339,4.0524
24398,20209545,1.6856,7.3039
24399,3654737,9.2976,1.098
24400,11833197,5.1249,5.6483
24401,8389870,9.3882,1.869
24402,20815579,8.792,1.9055
24403,9651781,4.6003,8.2939
24404,14007407,4.7718,2.661
24405,8648924,0.1053,8.622
24406,11789578,5.1409,6.146
24407,15342856,5.9346,7.452
24408,28160361,5.0241,3.6837
24409,20516961,6.7276,5.8525
24410,15814624,3.9718,6.7045
24411,11582204,0.6888,5.6903
24412,1954581,3.3923,2.2016
24413,28045432,8.1919,9.1445
24414,24641308,5.1873,8.8716
24415,11662200,9.0234,8.1426
24416,20153614,8.6137,6.2759
24417,10460684,5.4063,6.4272
24418,8640530,9.6462,6.3172
24419,13010457,9.4717,8.8965
24420,3595952,0.3048,3.928
24421,8863030,1.7822,5.6952
24422,9047678,2.133,2.0033
24423,23721771,6.4979,2.3236
24424,12987039,6.5005,9.7443
24425,26959875,3.005,0.0392
24426,8591750,6.9619,8.0639
24427,16647126,5.8206,3.478
24428,628253,9.8012,5.0029
24429,1856545,7.11,9.2546
24430,14271334,9.598,4.6617
24431,28917774,6.4018,2.9941
24432,4492497,0.6902,8.6406
24433,13797103,3.2333,5.9933
24434,15379020,4.4992,0.124
24435,15703351,0.2832,9.7594
24436,22170598,0.4469,9.4342
24437,11457852,2.0824,1.6274
24438,16434001,9.7519,1.2432
24439,21444859,8.3697,6.7222
24440,5842596,5.4556,2.4042
24441,17658094,2.7629,4.2362
24442,20589997,4.9089,6.7631
24443,2956956,0.4033,5.6362
24444,13106583,2.395,5.3896
24445,3630872,0.0979,7.1659
24446,20800395,7.6727,6.1215
24447,22249942,2.8695,8.6669
24448,23681587,9.6303,4.0132
24449,12532866,7.2363,6.4718
24450,9011847,7.3836,6.0534
24451,3463102,1.6394,1.081
24452,19920835,0.695,3.0558
24453,18847792,4.5646,1.1018
24454,25954998,1.3123,9.1994
24455,18610140,5.5752,4.1486
24456,11533744,2.4905,6.8747
24457,13093191,5.1825,4.1458
24458,13437806,5.5245,3.7331
24459,12211129,5.4779,1.1746
24460,21133652,3.3849,6.7697
24461,12903026,8.9539,5.8839
24462,26167539,6.0673,7.1891
24463,12415017,9.1212,0.4978
24464,9072404,5.4094,5.684
24465,26699369,8.5993,2.732
24466,23799006,3.0493,9.3082
24467,17213724,3.9222,7.3784
24468,19015659,5.7806,3.0911
24469,27529238,7.5365,0.3377
24470,13797117,3.3482,9.5077
24471,19706376,4.5934,2.0702
24472,2035037,6.5762,9.2026
24473,784849,8.2632,2.3519
24474,1478889,8.2412,5.7965
24475,7044302,0.4698,1.1913
24476,8011957,2.5299,7.2514
24477,27167677,9.1152,5.4551
24478,8472801,1.9575,1.8794
24479,2806467,5.5329,4.9199
24480,13982718,0.992,1.8556
24481,28408695,0.5632,6.8263
24482,25029782,3.4528,1.3665
24483,23394669,2.4644,6.9435
24484,9703064,3.2925,3.2102
24485,13929590,1.9944,1.1975
24486,14844356,1.2889,1.349
24487,18359291,6.6898,7.8276
24488,2974108,6.0254,0.5985
24489,19787211,2.0146,2.8017
24490,28090852,9.0094,3.906
24491,28643813,3.1575,9.9851
24492,10095833,0.4593,8.9823
24493,8515756,4.6123,3.9715
24494,20856485,2.0953,0.0767
24495,25848455,6.0565,3.8836
24496,27077483,2.9101,6.3127
24497,27082794,3.4478,3.6937
24498,16312055,7.4372,1.6349
24499,15154471,5.4632,8.7185
24500,115182,1.498,9.2303
24501,20701752,4.1151,1.4053
24502,13948199,2.2265,6.2433
24503,8954727,5.438,6.7456
24504,14684869,9.3426,8.5239
24505,25116556,2.3556,0.5057
24506,13961614,3.2816,8.0439
24507,8277093,8.0867,1.946
24508,870824,2.4309,2.4917
24509,19173733,7.0303,2.5883
24510,391791,2.2625,6.6033
24511,13377979,7.7911,8.4276
24512,11628337,3.3727,6.6684
24513,10457039,4.0022,5.435
24514,27530954,4.5461,3.6085
24515,2708023,4.6778,3.5484
24516,23827231,6.2761,1.4223
24517,14579934,5.016,4.928
24518,25281628,1.8216,2.9767
24519,17805387,5.8204,1.8055
24520,22661928,0.364,4.7036
24521,14426015,3.8458,7.5282
24522,11460783,9.0484,9.7203
24523,23420948,0.2936,8.6786
24524,11225357,5.5985,4.1226
24525,14361644,2.3721,7.1787
24526,5167579,9.4985,2.2773
24527,10324996,1.4545,1.4645
24528,23425873,7.2912,9.9473
24529,8078982,3.8743,2.0167
24530,23481722,8.3426,4.2348
24531,26623958,8.6075,6.393
24532,26611699,9.9332,8.6733
24533,7007507,8.2786,5.6277
24534,27695356,3.5217,4.0493
24535,13079241,1.1839,8.3434
24536,10346393,2.0459,2.4259
24537,9701475,7.1404,8.8249
24538,17437449,1.0507,2.3059
24539,225711,2.1768,3.0274
24540,9127801,2.6128,8.2378
24541,18027066,8.3583,9.4349
24542,22435494,5.8406,7.0885
24543,2812212,0.336,3.7022
24544,18847702,5.2712,7.0046
24545,12444132,4.5747,5.7149
24546,11304131,7.9382,7.0129
24547,14208212,7.8035,6.6799
24548,6058037,1.6316,9.6523
24549,3845036,4.5441,7.7781
24550,16258739,4.6717,7.0049
24551,16629413,9.2849,9.864
24552,12655980,6.9666,2.3668
24553,23250191,6.3082,7.1684
24554,25002445,9.9357,8.4503
24555,15651767,4.0329,8.6822
24556,22433758,8.015,2.1422
24557,13640875,4.8265,5.721
24558,22570693,2.5771,1.1239
24559,11922508,6.6453,0.0642
24560,24407442,8.0244,7.1127
24561,22414479,9.0393,8.886
24562,23606692,2.2919,7.7743
24563,20182943,6.4519,6.1113
24564,20122114,0.5913,6.0876
24565,21109533,1.5756,4.5587
24566,5018441,7.8833,1.6145
24567,2996361,1.9546,4.7735
24568,5940131,6.169,3.0736
24569,2814132,1.7231,3.9938
24570,15972737,1.8976,3.9037
24571,12399186,8.5878,9.2106
24572,17806522,7.2897,1.5115
24573,18859836,5.2273,7.8047
24574,1586560,2.9739,7.7628
24575,25986034,6.3021,9.9813
24576,23548724,1.5598,0.6988
24577,14298747,0.8126,6.5876
24578,1927551,2.9456,5.1207
24579,28121316,5.6738,0.3008
24580,13894111,5.2292,1.9232
24581,9569859,7.9012,1.6467
24582,5949164,0.507,2.6437
24583,27241205,8.6493,2.0683
24584,26605541,5.3928,7.2315
24585,27715368,6.1845,0.9507
24586,18314362,7.9607,7.4758
24587,16716900,1.6566,7.6639
24588,28695895,6.0603,3.8097
24589,28380872,7.3331,6.8511
24590,20720667,5.8901,9.2416
24591,25576044,5.1053,6.1912
24592,12427003,4.711,2.7969
24593,21333152,7.4113,5.538
24594,19756471,2.6186,7.5888
24595,8853310,0.7894,2.6057
24596,11394398,4.6774,1.8627
24597,12866529,9.3905,8.6235
24598,5524716,2.7426,6.7804
24599,1724130,5.0745,1.9608
24600,5753535,6.8925,9.3547
24601,14643338,2.5187,5.8414
24602,12157860,8.4394,6.3465
24603,7727810,3.4181,1.4727
24604,8151862,2.8007,7.0235
24605,13001124,6.7981,3.805
24606,5584829,8.938,4.4382
24607,24908435,5.7,3.3026
24608,28491814,4.274,2.1511
24609,18778876,5.9442,1.1578
24610,7702809,0.9573,2.548
24611,12602734,3.049,7.1248
24612,21481899,2.4077,9.6485
24613,4950436,0.7222,9.2927
24614,12142539,2.8936,9.0996
24615,26680887,0.8407,7.7774
24616,24810929,3.8789,3.5412
24617,19250404,9.5942,7.6246
24618,1958957,8.8627,7.8953
24619,13705411,3.7507,4.8636
24620,10858286,8.0045,9.3951
24621,21752509,6.4866,2.4877
24622,1412153,0.3343,3.6782
24623,12921115,5.9136,1.8706
24624,5923250,8.4847,5.6646
24625,20176241,0.5573,4.0483
24626,22003488,5.5884,2.445
24627,13658390,5.572,5.7597
24628,27395971,2.9428,0.9997
24629,10516594,2.8134,4.5055
24630,7990408,8.6086,3.78
24631,6405606,8.0346,2.1503
24632,4066441,0.8651,2.4256
24633,23532682,0.4629,6.3564
24634,5494457,4.3541,1.8765
24635,13935639,3.5456,7.3371
24636,26287053,6.6051,5.5202
24637,20346658,4.9401,3.72
24638,28712734,3.2428,9.5458
24639,13339156,7.8965,6.9058
24640,11326150,5.439,0.9818
24641,16659906,8.4588,2.2448
24642,16305506,8.7187,4.6895
24643,17454496,8.7929,1.7941
24644,7356146,4.2898,6.2655
24645,12479719,6.5555,4.7589
24646,5241207,2.832,7.2359
24647,5405480,5.4035,2.959
24648,15042232,6.8151,7.8593
24649,8968959,2.5129,0.1206
24650,25366532,7.8392,2.1239
24651,15659858,9.6497,5.6384
24652,19283603,8.864,9.2807
24653,19232880,5.9698,6.4615
24654,20819537,0.2523,6.0589
24655,14075253,3.1309,6.1193
24656,12597074,7.9798,1.5576
24657,11711605,5.6578,7.6814
24658,2357177,9.1447,1.9886
24659,16637968,1.6227,5.4313
24660,13351029,0.2368,9.9736
24661,3269130,9.5351,5.373
24662,922218,1.6037,5.197
24663,11545219,7.5723,0.4865
24664,12619976,8.0216,7.4976
24665,24397875,7.2178,3.7695
24666,17513177,4.1663,2.5066
24667,5694892,3.1906,9.8217
24668,7284113,1.9662,4.534
24669,3318237,1.0361,3.9752
24670,26253415,4.5639,7.4488
24671,6923998,8.1063,4.9268
24672,25988175,5.6112,4.4932
24673,22563946,1.8137,4.9898
24674,11245577,0.0823,2.9143
24675,4732718,3.8715,5.8311
24676,16616621,5.942,4.8587
24677,26845085,4.4051,0.9452
24678,29053186,3.497,2.7813
24679,4626519,3.1373,4.1113
24680,27006025,3.7054,9.2728
24681,22773248,2.5779,6.477
24682,8496160,8.8715,2.1631
24683,3786091,9.358,6.9437
24684,18603692,3.5371,8.7779
24685,22899349,3.7652,5.9119
24686,1648726,5.062,5.8271
24687,22862064,7.203,4.6407
24688,515236,3.0581,4.4161
24689,2952582,6.4596,7.7183
24690,609245,9.9078,1.6551
24691,5521727,7.8571,7.6919
24692,15411573,8.7102,3.2034
24693,23797934,9.2152,9.4685
24694,4246908,0.6926,2.5247
24695,3931217,8.9021,1.4125
24696,5344577,2.336,4.3558
24697,3430238,5.4759,0.7745
24698,6811065,1.1014,8.4698
24699,23538763,5.1316,1.7654
24700,16362308,3.7797,1.5771
24701,13584183,3.5186,4.6239
24702,23644044,5.5372,7.6154
24703,902520,0.3223,8.5077
24704,24259053,3.2762,8.5518
24705,9863852,1.9033,0.7626
24706,13248202,8.2821,5.7935
24707,14587762,8.2879,3.986
24708,28368622,1.5222,4.0302
24709,2303361,6.37,1.5867
24710,16747864,5.8262,3.4275
24711,23138758,0.4204,6.5306
24712,6656073,7.5355,7.3507
24713,22465563,8.621,6.0504
24714,28555939,2.8521,3.8282
24715,21682856,7.3663,4.935
24716,28812201,4.9982,0.6563
24717,24235711,1.7677,6.7415
24718,4070077,6.1446,5.5967
24719,14309808,1.353,7.6386
24720,10205408,9.1845,8.3707
24721,616915,1.5576,0.0784
24722,21230579,7.373,8.6026
24723,7355891,8.0797,1.9865
24724,20640382,4.5743,8.8172
24725,20367077,3.3204,0.3449
24726,12940282,0.2806,3.5399
24727,728698,3.8952,5.1335
24728,6296636,2.4981,0.0644
24729,22763678,7.2087,4.7319
24730,18507744,6.781,1.873
24731,18791045,2.1136,9.8349
24732,20851056,0.4917,1.0064
24733,26758677,0.0932,2.8888
24734,6435080,2.69,8.1038
24735,11950792,1.2669,0.8945
24736,26691500,2.644,6.8825
24737,1873001,6.5249,6.6322
24738,8884216,9.6864,9.0516
24739,24061206,4.1894,8.1652
24740,10683844,2.549,7.9376
24741,3966814,7.725,7.7481
24742,1360142,0.5363,1.158
24743,11909008,4.3866,7.2073
24744,17378217,2.9913,1.1506
24745,5445654,7.6338,2.1083
24746,26244610,4.7901,3.3591
24747,26492599,1.53,9.8946
24748,28613560,3.9052,8.7424
24749,1158775,6.3751,3.0354
24750,7358202,7.4133,2.2284
24751,24619939,1.7102,9.3621
24752,22276445,5.5698,7.7159
24753,27943435,4.0546,1.6664
24754,22805851,0.7212,0.3734
24755,19286194,4.954,4.2305
24756,16047536,3.3497,7.5967
24757,25737157,4.7877,7.7959
24758,6080250,4.3237,4.0093
24759,7886233,1.2309,6.6164
24760,19416224,5.9048,5.8022
24761,2094227,7.4395,7.6954
24762,5231896,4.2639,7.93
24763,23840907,7.3583,4.3132
24764,7374638,0.994,6.6232
24765,5236041,1.8923,5.0003
24766,646778,3.3827,7.9362
24767,21926213,6.2141,5.8551
24768,21411671,3.6262,7.0306
24769,28722939,5.4236,1.5059
24770,6404674,4.9146,5.9384
24771,8264693,7.6881,8.1848
24772,15609340,0.7648,5.4557
24773,13728462,0.1797,1.026
24774,16406770,0.3139,5.4412
24775,7402362,3.2446,4.4735
24776,15988057,7.1212,3.3748
24777,776806,0.1077,5.8191
24778,13441243,5.3928,8.5379
24779,7878995,7.0512,5.2067
24780,20059428,9.7431,1.307
24781,21999841,4.6001,0.5807
24782,26072185,9.605,4.1975
24783,13354048,0.2552,1.2196
24784,20578287,2.5899,2.3393
24785,23579564,3.7341,7.775
24786,24330012,8.057,8.4523
24787,27516912,9.2913,8.8548
24788,8942741,0.2411,7.4788
24789,10323590,3.3859,3.6238
24790,24685228,7.3207,0.0702
24791,16678836,2.5231,3.0457
24792,2190984,8.3432,7.6265
24793,9608272,7.8838,2.0368
24794,28799280,1.4566,3.6223
24795,26749487,4.4345,4.8449
24796,23517037,0.4326,9.2668
24797,20376033,2.9257,8.9046
24798,7833182,4.7691,4.9144
24799,24779648,6.9285,4.7125
24800,1788670,7.1931,2.1057
24801,12943504,3.2405,3.1667
24802,13896423,7.3877,5.0549
24803,12988766,5.1267,3.8351
24804,17903158,1.1805,1.1774
24805,3289709,5.3794,7.0614
24806,8704340,1.0164,2.0642
24807,20455018,8.0939,1.5648
24808,25245575,4.5004,2.7656
24809,28329007,7.5024,3.1587
24810,23438319,5.9595,2.1323
24811,21131692,7.1417,9.733
24812,21724330,8.334,6.6302
24813,22025148,9.2726,9.378
24814,18443286,9.4166,5.7294
24815,641256,9.4426,8.8565
24816,15731488,8.3559,0.2658
24817,20954485,4.2734,2.557
24818,3315667,1.1969,9.9019
24819,5585776,7.824,7.9742
24820,19091593,3.9461,7.7119
24821,21830469,6.0905,8.8679
24822,20030252,4.1628,1.4462
24823,3739770,0.7662,2.9959
24824,9028824,9.7183,1.1593
24825,22734999,8.7916,4.9141
24826,2574419,9.583,0.4448
24827,4396225,7.2444,5.468
24828,11682919,2.49,0.5865
24829,16944540,1.5899,0.6139
24830,5585490,3.8975,3.4053
24831,2956254,8.3155,0.229
24832,13030348,0.6559,2.0186
24833,19096801,9.3934,5.754
24834,23074771,7.1835,1.8329
24835,13625691,4.2836,1.9385
24836,22521259,1.9634,4.726
24837,26692916,6.0645,8.2556
24838,24873791,1.9374,0.4318
24839,16219181,1.6727,5.6955
24840,4691599,4.9106,3.6003
24841,5975856,1.057,2.7062
24842,26575613,7.4787,5.2795
24843,10614500,1.9145,9.3084
24844,16263412,6.8179,4.725
24845,3953124,1.8687,4.7597
24846,24468460,3.8631,6.0424
24847,26661137,2.4486,4.254
24848,5671565,4.6661,5.8425
24849,18257929,2.2746,0.8911
24850,15613420,4.4564,9.9682
24851,27218243,4.1027,1.52
24852,13893644,6.8598,4.8038
24853,16567732,3.3446,6.2307
24854,15220116,3.36,5.1652
24855,3559857,4.2377,0.2995
24856,282222,2.3064,6.0243
24857,15546,9.3162,2.8649
24858,7815045,1.121,5.2243
24859,20284524,7.6661,1.3517
24860,26223015,3.3433,1.1438
24861,16782348,4.0135,6.9025
24862,7846280,1.2276,0.412
24863,8931721,2.5175,5.9891
24864,21395206,4.0443,2.4879
24865,24696061,5.292,9.8512
24866,6593478,0.168,8.9085
24867,1857844,8.0797,9.4539
24868,7027139,5.5776,2.8213
24869,13016807,6.0068,8.2336
24870,6604015,6.3783,4.8887
24871,10823591,0.8923,3.8944
24872,12554609,8.8534,3.2724
24873,6066031,1.5418,8.432
24874,17804381,8.4913,1.8749
24875,1268343,5.8374,8.5235
24876,15898125,2.8601,7.6798
24877,16684383,6.7775,8.9153
24878,2603294,4.5312,3.4865
24879,1507495,0.6125,5.5214
24880,5652461,8.8668,5.7135
24881,28586657,3.6231,7.9337
24882,3621543,8.8583,6.2534
24883,7790892,6.0891,8.8517
24884,19201337,3.0615,6.747
24885,23197996,8.1253,1.4563
24886,10260377,5.4516,2.4215
24887,22423740,7.1652,5.7562
24888,6723667,0.5811,9.2597
24889,19408499,9.8434,7.5914
24890,9631247,3.8855,7.8889
24891,6225825,4.2198,4.5408
24892,5552921,5.8134,0.8011
24893,13263639,2.5463,1.562
24894,16345965,5.4161,8.5881
24895,7578175,6.7312,7.2276
24896,13467413,2.512,2.9292
24897,17808164,5.294,3.0094
24898,28494569,0.0235,7.3745
24899,13526133,8.5072,6.2897
24900,14819748,5.4959,4.1881
24901,27035717,1.5321,9.4565
24902,10700567,9.9739,7.2042
24903,23050543,1.1744,8.1944
24904,26715113,0.8596,0.6905
24905,694508,6.1467,8.3534
24906,8843934,0.4436,5.6132
24907,18323791,3.625,4.2143
24908,25853519,5.7507,8.9216
24909,17387545,6.0887,5.9003
24910,20990199,6.0094,7.0088
24911,9863884,1.7109,1.4816
24912,7067967,6.8229,4.4691
24913,24373360,4.8227,9.6446
24914,3918014,6.6361,1.2798
24915,25302677,9.9166,8.5833
24916,13118927,7.4844,8.8604
24917,13225089,8.5377,9.7242
24918,8653448,9.4169,8.1841
24919,605341,6.5353,8.9204
24920,18191867,9.2578,8.8973
24921,27950024,9.158,8.9412
24922,13372893,6.8074,2.9945
24923,725351,8.2993,2.2786
24924,2465130,4.9186,7.6936
24925,23896724,3.1764,2.2821
24926,16033022,5.6507,6.961
24927,4185312,8.5014,4.1685
24928,7884595,7.4718,6.2443
24929,7891742,0.6547,1.8913
24930,26414250,3.6,9.7022
24931,27164839,1.1915,1.9814
24932,15031151,4.1127,8.7565
24933,14313408,3.9961,9.0465
24934,9755142,6.8598,6.1114
24935,15859187,9.9571,5.4414
24936,14077336,1.0223,1.3754
24937,2246853,5.3795,0.1131
24938,19435228,2.0328,0.6248
24939,9611368,6.9026,1.0639
24940,1629818,7.3736,2.0496
24941,13898041,4.1326,8.0494
24942,14457214,9.038,9.9696
24943,24522934,9.9083,1.6572
24944,13642458,1.1854,2.2579
24945,27092392,1.1038,0.7584
24946,7423853,7.9649,8.4835
24947,12985846,8.5218,5.9218
24948,2131927,1.8213,4.7779
24949,11668596,9.32,0.7574
24950,24423934,1.0507,1.8975
24951,27182115,7.689,6.7554
24952,7088569,9.8493,5.2794
24953,2394339,6.0281,6.012
24954,9218714,2.1231,0.67
24955,3005739,7.7145,7.5132
24956,24223867,6.7541,9.0878
24957,20624524,1.5395,9.3493
24958,25327673,0.6728,2.0865
24959,8086632,2.9204,8.0636
24960,24575372,8.9475,5.739
24961,13688829,2.4845,8.8224
24962,2928909,4.0628,6.5524
24963,25698725,2.9805,2.6755
24964,13731588,8.8046,3.1866
24965,20476094,2.3286,2.7011
24966,4878580,4.3037,3.8284
24967,18820884,5.7501,9.8249
24968,2265421,0.3329,0.4558
24969,24436476,5.0011,1.0748
24970,13438295,4.9028,3.3776
24971,3454416,4.3942,6.6533
24972,6623867,4.8462,4.6544
24973,27820879,0.0355,3.551
